gameid,time,roundNum,sender,contents
0619-a,1438803523724,1,matcher,"1 is basically 2 shapes and 5 is more complex"
0619-a,1438803552580,1,director,"Oh yeah, 1 is more simple than 5"
0619-a,1438803569812,1,matcher,"I think we got it.~~~~~~ 6 rounds will take forever"
0619-a,1438803576447,1,director,"Yeah haha"
0619-a,1438803588941,1,director,"I think wee did alright for the most part, this is sorta tricky"
0619-a,1438803593398,1,matcher,"do I submit this?"
0619-a,1438803599845,1,director,"Yep! Sounds good"
0619-a,1438803607616,1,matcher,"sorta?"
0619-a,1438803620407,2,matcher,"round 2"
0619-a,1438803624961,2,director,"Half of them not bad lol"
0619-a,1438803632746,2,matcher,"same shapes"
0619-a,1438803634043,2,director,"Oh, they're all the same shapes again"
0619-a,1438803688942,2,matcher,"start with the ez ones"
0619-a,1438803691865,2,director,"The simple one with two shapes is in 1"
0619-a,1438803699749,2,matcher,"k"
0619-a,1438803706084,2,director,"The angel flying at an angle is in 2"
0619-a,1438803713462,2,matcher,"k"
0619-a,1438803722084,2,director,"The bird facing right with a block on it's head is in 5"
0619-a,1438803750077,2,director,"The rabbit sitting and facing right is in 6 "
0619-a,1438803757537,2,matcher,"k"
0619-a,1438803768363,2,director,"The roundish man sitting back and facing left is in 7"
0619-a,1438803786723,2,matcher,"the bummed guy?"
0619-a,1438803796751,2,director,"Yep, he looks pretty bummed"
0619-a,1438803802721,2,director,"The robed priest is in 3"
0619-a,1438803813149,2,matcher,"k"
0619-a,1438803820465,2,director,"The dancing chicken is in 8"
0619-a,1438803833578,2,matcher,"k"
0619-a,1438803849820,2,director,"The block on a cliff is in 9"
0619-a,1438803854435,2,matcher,"k"
0619-a,1438803869060,2,director,"The fish with a block on it's head (facing right) is in 12"
0619-a,1438803918946,2,matcher,"not sure if I got that one.~~~~~~ was it the hippo looking one?"
0619-a,1438803951910,2,director,"i'm having a little trouble seeing which one looks like a hippo, but i think we had the same idea for the last one"
0619-a,1438804006207,2,director,"Which ones were left"
0619-a,1438804009936,2,matcher,"looks like the NE corner of the country with a piece broken off and a block on top of Maine"
0619-a,1438804041767,2,matcher,"we got the girl praying left"
0619-a,1438804062779,2,director,"I think that was 10"
0619-a,1438804066844,2,matcher,"k"
0619-a,1438804086373,2,director,"Do we have them all?"
0619-a,1438804095156,2,matcher,"11 is a guy squatting and praying right?"
0619-a,1438804135967,2,director,"Hard to telll what 11 looks like, sort of like a girl with a ponytail laying back and a block on her head"
0619-a,1438804200969,2,matcher,"hmmm.~~~~~~ yeah I see it"
0619-a,1438804208509,2,matcher,"8 is the dancer?"
0619-a,1438804214760,2,director,"Yep!"
0619-a,1438804221857,2,matcher,"I think that's it"
0619-a,1438804231180,2,matcher,"I'll submit"
0619-a,1438804234096,2,director,"Cool, lets give it a try"
0619-a,1438804243497,3,director,"Getting better lol"
0619-a,1438804247545,3,matcher,"here we go again"
0619-a,1438804263592,3,director,"Each round will probably go faster now haha"
0619-a,1438804267637,3,director,"1 is the dancer"
0619-a,1438804270592,3,matcher,"one would hope"
0619-a,1438804276535,3,matcher,"k"
0619-a,1438804281002,3,director,"3 is the bummed guy"
0619-a,1438804287150,3,matcher,"k"
0619-a,1438804292986,3,director,"2 is the bird with block on it's head"
0619-a,1438804307931,3,director,"4 is the fish facing left with block on it's head"
0619-a,1438804312611,3,director,"5 is the priest"
0619-a,1438804315316,3,director,"6 is the rabbit"
0619-a,1438804323299,3,matcher,"wait !"
0619-a,1438804334244,3,director,"woops lol"
0619-a,1438804367382,3,matcher,"not sure about 4"
0619-a,1438804402800,3,director,"Kind of also looks like someone ice skaing, with one of their legs pointing out"
0619-a,1438804414433,3,matcher,"oh that one"
0619-a,1438804421835,3,matcher,"k"
0619-a,1438804439521,3,director,"I think 8 was the hippo one"
0619-a,1438804445634,3,matcher,"k"
0619-a,1438804448976,3,matcher,"wait a sec"
0619-a,1438804502960,3,matcher,"k.~~~~~~ fed ex was here"
0619-a,1438804509174,3,director,"Not a problem"
0619-a,1438804517273,3,matcher,"9 I got the girl praying"
0619-a,1438804534586,3,director,"9 was the 2-shape one"
0619-a,1438804541063,3,director,"sort of roundish"
0619-a,1438804542485,3,matcher,"k"
0619-a,1438804547430,3,director,"10 was the block on a cliff"
0619-a,1438804552734,3,matcher,"k"
0619-a,1438804563197,3,director,"12 was the angel "
0619-a,1438804571322,3,matcher,"k"
0619-a,1438804575035,3,director,"Which two were left?"
0619-a,1438804579189,3,matcher,"11 the kid?"
0619-a,1438804598580,3,director,"praying?"
0619-a,1438804601887,3,matcher,"yeah"
0619-a,1438804604221,3,director,"Yep"
0619-a,1438804610236,3,matcher,"that should be it"
0619-a,1438804614317,3,director,"Okay cool"
0619-a,1438804621763,3,matcher,"okay"
0619-a,1438804647516,4,director,"Hmm same ones "
0619-a,1438804671991,4,matcher,"the shapes stay the same.~~~~~~ thank God"
0619-a,1438804679837,4,director,"Yeah or that'd be a nightmare"
0619-a,1438804688432,4,matcher,"I'd be gone lol"
0619-a,1438804693763,4,director,"Yep lol"
0619-a,1438804711397,4,director,"Okay let's see, 3 is the block on a cliff"
0619-a,1438804722157,4,matcher,"k"
0619-a,1438804726468,4,director,"(i'll try to start with ones i'm pretty certain we got right)"
0619-a,1438804730682,4,matcher,"ok"
0619-a,1438804730992,4,director,"4 is the priest"
0619-a,1438804737463,4,matcher,"k"
0619-a,1438804743958,4,director,"8 is the bummed guy"
0619-a,1438804751041,4,matcher,"k"
0619-a,1438804753713,4,director,"9 is the rabbit"
0619-a,1438804760640,4,matcher,"k"
0619-a,1438804767240,4,director,"10 is the 2-shape round one"
0619-a,1438804775620,4,matcher,"k"
0619-a,1438804784566,4,director,"11 is the chicken dancing (beak pointing down)"
0619-a,1438804795927,4,matcher,"skater?"
0619-a,1438804821309,4,director,"Ohh maybe we were getting the chicken and skater mixed up"
0619-a,1438804828441,4,director,"Let's try switching those for this one"
0619-a,1438804833001,4,matcher,"probably"
0619-a,1438804836771,4,director,"Lol"
0619-a,1438804841947,4,director,"12 is the angel"
0619-a,1438804850159,4,matcher,"skater looks like a fish?"
0619-a,1438804862733,4,director,"Yep! With the mouth facing left?"
0619-a,1438804867568,4,matcher,"yeah"
0619-a,1438804871681,4,director,"Okay, that's in 2"
0619-a,1438804877669,4,matcher,"k"
0619-a,1438804900002,4,director,"The dancer was in 11 i believe"
0619-a,1438804912803,4,director,"The bird was 6"
0619-a,1438804930565,4,matcher,"dancer was the one with the beak?"
0619-a,1438804949441,4,director,"Yep, the beak is facing down and the block on the back looked like a wing or something"
0619-a,1438804955403,4,director,"and two legs, one kicking up"
0619-a,1438804959473,4,matcher,"got it"
0619-a,1438804967290,4,director,"What else was there"
0619-a,1438804984353,4,matcher,"what do u have in 7?"
0619-a,1438805017068,4,director,"Looks like the one we've been calling a hippo I think"
0619-a,1438805063503,4,matcher,"I have that in  1, 7 looks like a huge beak facing right wiith a block on the head"
0619-a,1438805109033,4,director,"Yep, or someone praying"
0619-a,1438805115830,4,matcher,"yeah.~~~ "
0619-a,1438805126308,4,matcher,"that's 1? or 7"
0619-a,1438805144076,4,director,"The hippo is 1,, praying is 7 i think"
0619-a,1438805147923,4,matcher,"ok"
0619-a,1438805152450,4,matcher,"think we got it"
0619-a,1438805159399,4,director,"Cool let's see how we did"
0619-a,1438805165806,4,matcher,"I'm sending her in"
0619-a,1438805172474,5,matcher,"not bad"
0619-a,1438805181623,5,director,"Nice!"
0619-a,1438805200582,5,director,"Rabbit - 1"
0619-a,1438805201595,5,matcher,"last 2 rounds"
0619-a,1438805207892,5,director,"Almost there, we got this lol"
0619-a,1438805211332,5,matcher,"k"
0619-a,1438805217553,5,director,"Priest - 2"
0619-a,1438805223324,5,matcher,"k"
0619-a,1438805229008,5,director,"block on cliff - 4"
0619-a,1438805234566,5,matcher,"k"
0619-a,1438805248839,5,director,"Fish with block on head - 5"
0619-a,1438805257036,5,matcher,"k"
0619-a,1438805261626,5,director,"Skater - 6"
0619-a,1438805271244,5,director,"Hippo - 7"
0619-a,1438805275473,5,matcher,"k"
0619-a,1438805277787,5,director,"Angel - 8"
0619-a,1438805283309,5,matcher,"k"
0619-a,1438805284241,5,director,"Roundish 2-shapes - 9"
0619-a,1438805288807,5,director,"Bummed guy - 10"
0619-a,1438805296752,5,director,"Dancing chicken - 11"
0619-a,1438805297197,5,matcher,"k"
0619-a,1438805308636,5,director,"Bird with beak facing right - 12"
0619-a,1438805318454,5,matcher,"k"
0619-a,1438805326270,5,director,"Was there just one left?"
0619-a,1438805331181,5,matcher,"the girl praying?"
0619-a,1438805335006,5,director,"Oh yeah, 3"
0619-a,1438805352963,5,matcher,"6 is the squatting guy?"
0619-a,1438805381149,5,matcher,"or bird head facing right"
0619-a,1438805392188,5,director,"6 is the ice skater"
0619-a,1438805400366,5,matcher,"what's 11?"
0619-a,1438805410001,5,director,"Dancing chicken (beak facing down)"
0619-a,1438805422334,5,matcher,"and 5>"
0619-a,1438805425702,5,matcher,"5?"
0619-a,1438805447782,5,director,"Looks like one of the praying ones, but they're the ones i'm having the hardest time differing lol"
0619-a,1438805459703,5,matcher,"ok.~~~~~~ think thats it"
0619-a,1438805463541,5,director,"Also could be a fish with a big mouth open (facing right)"
0619-a,1438805466851,5,director,"and block on top"
0619-a,1438805471014,5,matcher,"yep"
0619-a,1438805476589,5,matcher,"I'm submitting"
0619-a,1438805489625,6,matcher,"aced it"
0619-a,1438805497847,6,director,"Awesome!"
0619-a,1438805499527,6,matcher,"oops not quite"
0619-a,1438805504670,6,director,"Getting closer hahaha"
0619-a,1438805509602,6,director,"Okay let's see"
0619-a,1438805510030,6,matcher,"last one"
0619-a,1438805516803,6,director,"1 - dancing chicken"
0619-a,1438805529933,6,matcher,"k"
0619-a,1438805535718,6,director,"2 - bummed guy"
0619-a,1438805540895,6,matcher,"k"
0619-a,1438805557861,6,director,"3 - bird "
0619-a,1438805564469,6,director,"4 - roundish one"
0619-a,1438805572669,6,matcher,"k"
0619-a,1438805578396,6,director,"5- rabbit"
0619-a,1438805585956,6,matcher,"k"
0619-a,1438805590195,6,director,"6 praying girl"
0619-a,1438805596225,6,matcher,"k"
0619-a,1438805602533,6,director,"7 hippo"
0619-a,1438805606095,6,matcher,"k"
0619-a,1438805609664,6,director,"8 block on cliff"
0619-a,1438805613553,6,matcher,"k"
0619-a,1438805617273,6,director,"9 skater"
0619-a,1438805621379,6,matcher,"k"
0619-a,1438805623256,6,director,"10 priest"
0619-a,1438805628343,6,matcher,"k"
0619-a,1438805629827,6,director,"11 angel"
0619-a,1438805632025,6,director,"12 fish"
0619-a,1438805632206,6,matcher,"k"
0619-a,1438805641304,6,matcher,"ok.~~~~~~here we go"
